film,Oscar_Winner,num_nominations,Title,IMDb Rating,Runtime (mins),Year,Num Votes,IMDb Popularity,Num Directors,Comedy,Romance,Drama,War,Adventure,award_Acting,award_Animation,award_Cinematography,award_Costume Design,award_Directing,award_Documentary,award_Editing,award_International Feature,award_Makeup and Hairstyling,award_Music,award_Other,award_Picture,award_Production Design,award_Short Film,award_Sound,award_Visual Effects,award_Writing
Primary Colors,0,2,Primary Colors,6.7,143.0,1998,30770,206159.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Primrose Path,0,1,Primrose Path,6.8,93.0,1940,1933,13144.4,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince of Foxes,0,2,Prince of Foxes,6.9,107.0,1949,2077,14331.300000000001,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Prince of the City,0,1,Prince of the City,7.4,167.0,1981,10070,74518.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Princess O'Rourke,1,1,Princess O'Rourke,6.7,94.0,1943,1625,10887.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Princeton: A Search for Answers,1,1,Princeton: A Search for Answers,5.8,30.0,1974,74,429.2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prison Terminal: The Last Days of Private Jack Hall,0,1,Prison Terminal: The Last Days of Private Jack Hall,7.5,40.0,2013,333,2497.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prisoner of Paradise,0,1,Prisoner of Paradise,7.5,96.0,2002,427,3202.5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prisoner of the Mountains,0,1,Prisoner of the Mountains,7.5,99.0,1996,4854,36405.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Prisoners,0,1,Prisoners,8.2,153.0,2013,866103,7102044.6,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Private Benjamin,0,3,Private Benjamin,6.2,109.0,1980,29724,184288.80000000002,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Private Life,0,1,Private Life,6.9,102.0,1982,282,1945.8000000000002,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Private Worlds,0,1,Private Worlds,6.4,84.0,1935,423,2707.2000000000003,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prizzi's Honor,1,8,Prizzi's Honor,6.7,130.0,1985,27572,184732.4,1,1,1,1,0,0,3,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0
Probes in Space,0,1,Probes in Space,,23.0,1975,0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Project Hope,1,1,Project Hope,5.4,30.0,1961,60,324.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Prologue,0,1,Prologue,6.5,6.0,2015,1315,8547.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prometheus,0,1,Prometheus,7.0,124.0,2012,674838,4723866.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Promises,0,1,Promises,8.3,106.0,2001,2754,22858.2,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Promises to Keep,0,1,Promises to Keep,7.2,57.0,1988,31,223.20000000000002,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Promising Young Woman,1,5,Promising Young Woman,7.5,113.0,2020,223742,1678065.0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
Prophet without Honor,0,1,Prophet Without Honor,6.1,11.0,1939,185,1128.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Psychiatric Nursing,0,1,Psychiatric Nursing,6.2,34.0,1958,22,136.4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Psycho,0,4,Psycho,8.5,109.0,1960,749510,6370835.0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Pulcinella,0,1,Pulcinella,6.3,11.0,1973,151,951.3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pulp Fiction,1,7,Pulp Fiction,8.9,154.0,1994,2324872,20691360.8,1,0,0,1,0,0,3,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0
Purple Rain,1,1,Purple Rain,6.5,111.0,1984,25253,164144.5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Puss Gets the Boot,0,1,Puss Gets the Boot,7.6,9.0,1940,2547,19357.2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puss in Boots,0,1,Puss in Boots,6.6,90.0,2011,200901,1325946.5999999999,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puss in Boots: The Last Wish,0,1,Puss in Boots: The Last Wish,7.8,102.0,2022,201818,1574180.4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pygmalion,1,4,Pygmalion,7.7,89.0,1938,10062,77477.40000000001,2,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Qivitoq,0,1,Qivitoq,6.7,119.0,1956,339,2271.3,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Quality Street,0,1,Quality Street,6.2,83.0,1937,1345,8339.0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Queen Bee,0,2,Queen Bee,6.7,95.0,1955,2824,18920.8,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Queen Margot,0,1,Queen Margot,7.4,161.0,1994,19635,145299.0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Quest,1,1,Quest,7.1,12.0,1996,819,5814.9,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quest for Camelot,0,1,Quest for Camelot,6.3,86.0,1998,18842,118704.59999999999,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Quest for Fire,1,1,Quest for Fire,7.3,100.0,1981,25231,184186.3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Quiero Ser (I want to be...),1,1,Quiero ser (I want to be...),7.2,35.0,2000,378,2721.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Quiet Please!,1,1,Quiet Please!,7.7,7.0,1945,2374,18279.8,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quills,0,3,Quills,7.2,124.0,2000,57977,417434.4,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Quiz Show,0,4,Quiz Show,7.5,133.0,1994,75233,564247.5,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Quo Vadis,0,8,Quo Vadis,7.1,171.0,1951,17523,124413.29999999999,2,0,1,1,0,0,2,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0
"Quo Vadis, Aida?",0,1,"Quo Vadis, Aida?",8.0,101.0,2020,40353,322824.0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
RBG,0,2,RBG,7.6,98.0,2018,15342,116599.2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
RRR,1,1,RRR,7.8,187.0,2022,177647,1385646.5999999999,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rabbit Hole,0,1,Rabbit Hole,7.0,91.0,2010,52079,364553.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rachel Getting Married,0,1,Rachel Getting Married,6.7,113.0,2008,52329,350604.3,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rachel, Rachel",0,4,"Rachel, Rachel",7.1,101.0,1968,4298,30515.8,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Racing Extinction,0,1,Racing Extinction,8.2,90.0,2015,8335,68347.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Radio Days,0,2,Radio Days,7.4,88.0,1987,37328,276227.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Raffles,0,1,Raffles,6.4,72.0,1930,1159,7417.6,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Raging Bull,1,8,Raging Bull,8.1,129.0,1980,394378,3194461.8,1,0,0,1,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
Ragtime,0,8,Ragtime,7.3,155.0,1981,11075,80847.5,1,0,0,1,0,0,2,0,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0
Raiders of the Lost Ark,1,9,Raiders of the Lost Ark,8.4,115.0,1981,1070627,8993266.8,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0
Rain Man,1,8,Rain Man,8.0,133.0,1988,563121,4504968.0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0
Rainbow War,0,1,Rainbow War,7.8,20.0,1987,257,2004.6,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Raintree County,0,4,Raintree County,6.3,182.0,1957,4563,28746.899999999998,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Raise the Red Lantern,0,1,Raise the Red Lantern,8.1,125.0,1991,36510,295731.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Raju,0,1,Raju,7.1,24.0,2011,422,2996.2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ralph Breaks the Internet,0,1,Ralph Breaks the Internet,7.0,112.0,2018,193997,1357979.0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rambling Rose,0,2,Rambling Rose,6.5,112.0,1991,5728,37232.0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rambo: First Blood Part II,0,1,Rambo: First Blood Part II,6.5,96.0,1985,189180,1229670.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ran,1,4,Ran,8.2,160.0,1985,142858,1171435.5999999999,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0
Random Harvest,0,7,Random Harvest,7.9,126.0,1942,8728,68951.2,1,0,1,1,0,0,2,0,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0
Rango,1,1,Rango,7.3,107.0,2011,304081,2219791.3,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raoni,0,1,Raoni,6.6,84.0,1978,101,666.5999999999999,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rashomon,0,1,Rashomon,8.2,88.0,1950,188637,1546823.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Rasputin and the Empress,0,1,Rasputin and the Empress,6.5,121.0,1932,1277,8300.5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Ratatouille,1,5,Ratatouille,8.1,111.0,2007,879904,7127222.399999999,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1
Raven's End,0,1,Raven's End,7.3,101.0,1963,1830,13359.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ray,1,6,Ray,7.7,152.0,2004,160987,1239599.9000000001,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0
Ray's Male Heterosexual Dance Hall,1,1,Ray's Male Heterosexual Dance Hall,6.8,23.0,1987,253,1720.3999999999999,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Raya and the Last Dragon,0,1,Raya and the Last Dragon,7.3,107.0,2021,180064,1314467.2,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ready Player One,0,1,Ready Player One,7.4,140.0,2018,513990,3803526.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Ready, Willing and Able",0,1,"Ready, Willing and Able",5.7,93.0,1937,368,2097.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Real Steel,0,1,Real Steel,7.1,127.0,2011,369446,2623066.6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Reap the Wild Wind,1,3,Reap the Wild Wind,6.6,123.0,1942,3696,24393.6,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
Rear Window,0,4,Rear Window,8.5,112.0,1954,544152,4625292.0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Reason and Emotion,0,1,Reason and Emotion,6.8,8.0,1943,608,4134.4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rebecca,1,11,Rebecca,8.1,130.0,1940,156207,1265276.7,1,0,1,1,0,0,3,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,0
Rebel in Paradise,0,1,Rebel in Paradise,7.1,,1960,12,85.19999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rebel without a Cause,0,3,Rebel Without a Cause,7.6,111.0,1955,100569,764324.3999999999,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Recycled Life,0,1,Recycled Life,7.5,38.0,2006,127,952.5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red Garters,0,1,Red Garters,5.8,91.0,1954,469,2720.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Red Grooms: Sunflower in a Hothouse,0,1,Red Grooms: Sunflower in a Hothouse,7.6,21.0,1986,18,136.79999999999998,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Red River,0,2,Red River,7.7,133.0,1948,36187,278639.9,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
Redemption,0,1,Redemption,6.8,35.0,2013,370,2516.0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Reds,1,12,Reds,7.3,195.0,1981,25580,186734.0,1,0,1,1,0,0,4,0,1,1,1,0,1,0,0,0,1,1,1,0,1,0,0
Redux Riding Hood,0,1,Redux Riding Hood,7.0,15.0,1997,214,1498.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Regret to Inform,0,1,Regret to Inform,7.3,72.0,1998,356,2598.7999999999997,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rehearsing a Dream,0,1,Rehearsing a Dream,7.1,40.0,2006,53,376.29999999999995,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Rejected,0,1,Rejected,7.9,9.0,2000,9049,71487.1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rembrandt: A Self-Portrait,0,1,Rembrandt: A Self-Portrait,6.3,26.0,1954,31,195.29999999999998,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Remember Me,0,1,Remember Me,4.1,15.0,1979,25,102.49999999999999,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Remo Williams: The Adventure Begins,0,1,Remo Williams: The Adventure Begins,6.4,121.0,1985,14488,92723.20000000001,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Report from the Aleutians,0,1,Report from the Aleutians,6.4,47.0,1943,819,5241.6,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Requiem for a Dream,0,1,Requiem for a Dream,8.3,102.0,2000,935372,7763587.600000001,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Resisting Enemy Interrogation,0,1,Resisting Enemy Interrogation,6.8,66.0,1944,338,2298.4,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Restoration,1,2,Restoration,6.6,117.0,1995,10147,66970.2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Restrepo,0,1,Restrepo,7.4,93.0,2010,24782,183386.80000000002,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Resurrection,0,2,Resurrection,7.1,103.0,1980,3578,25403.8,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Return of the Seven,0,1,Return of the Seven,5.5,95.0,1966,5105,28077.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Return to Glennascaul,0,1,Return to Glennascaul,6.9,23.0,1952,991,6837.900000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Return to Oz,0,1,Return to Oz,6.7,113.0,1985,32290,216343.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Reuben, Reuben",0,2,"Reuben, Reuben",6.8,101.0,1983,1379,9377.199999999999,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Reunion in Vienna,0,1,Reunion in Vienna,6.0,98.0,1933,372,2232.0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Revanche,0,1,Revanche,7.5,121.0,2008,16656,124920.0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Reversal of Fortune,1,3,Reversal of Fortune,7.2,111.0,1990,20185,145332.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Revolutionary Road,0,3,Revolutionary Road,7.3,119.0,2008,229876,1678094.8,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Rhapsody in Blue,0,2,Rhapsody in Blue,7.0,135.0,1945,1852,12964.0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Rhapsody in Rivets,0,1,Rhapsody in Rivets,7.0,7.0,1941,700,4900.0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhythm in the Ranks,0,1,Rhythm in the Ranks,6.4,10.0,1941,105,672.0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rhythm on the River,0,1,Rhythm on the River,6.8,92.0,1940,434,2951.2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Rich, Young and Pretty",0,1,"Rich, Young and Pretty",5.8,95.0,1951,592,3433.6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Richard III,0,6,Richard III,7.3,161.0,1955,5545,40478.5,1,0,0,1,1,0,2,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
Richard Jewell,0,1,Richard Jewell,7.5,131.0,2019,102524,768930.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ride the Pink Horse,0,1,Ride the Pink Horse,7.2,101.0,1947,3607,25970.4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ridicule,0,1,Ridicule,7.3,102.0,1996,8386,61217.799999999996,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Ridin' on a Rainbow,0,1,Ridin' on a Rainbow,5.4,79.0,1941,192,1036.8000000000002,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ridin' the Rails,0,1,Ridin' the Rails,5.4,10.0,1951,31,167.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Riding High,0,1,Riding High,4.9,88.0,1943,156,764.4000000000001,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rio,0,1,Rio,6.9,96.0,2011,260216,1795490.4000000001,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rip Van Winkle,0,1,Rip Van Winkle,6.5,27.0,1978,161,1046.5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rippling Romance,0,1,Rippling Romance,5.7,8.0,1945,24,136.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rise of the Planet of the Apes,0,1,Rise of the Planet of the Apes,7.6,105.0,2011,591504,4495430.399999999,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Road to Morocco,0,2,Road to Morocco,7.0,82.0,1942,6045,42315.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
Road to Perdition,1,6,Road to Perdition,7.7,117.0,2002,292511,2252334.7,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,2,0,0
Road to Rio,0,1,Road to Rio,6.9,100.0,1947,3620,24978.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Road to Utopia,0,1,Road to Utopia,7.1,90.0,1945,3873,27498.3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Rob Roy,0,1,Rob Roy,6.9,139.0,1995,47483,327632.7,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robert Frost: A Lover's Quarrel with the World,1,1,Robert Frost: A Lover's Quarrel with the World,6.5,41.0,1963,280,1820.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Robert Kennedy Remembered,1,1,Robert Kennedy Remembered,7.0,30.0,1968,93,651.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Roberta,0,1,Roberta,7.0,106.0,1935,3779,26453.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Robin Hood,0,1,Robin Hood,7.5,83.0,1973,144182,1081365.0,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Robin Hood: Prince of Thieves,0,1,Robin Hood: Prince of Thieves,6.9,143.0,1991,215217,1484997.3,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Robin Hoodlum,0,1,Robin Hoodlum,6.2,7.0,1948,228,1413.6000000000001,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin Robin,0,1,Robin Robin,7.0,32.0,2021,7295,51065.0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Robin and the 7 Hoods,0,2,Robin and the 7 Hoods,6.4,123.0,1964,5882,37644.8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
RoboCop,1,3,RoboCop,7.6,102.0,1987,295241,2243831.6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
Rocketman,1,1,Rocketman,7.3,121.0,2019,203048,1482250.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rocky,1,10,Rocky,8.1,120.0,1976,657117,5322647.7,1,0,0,1,0,0,4,0,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0
Rocky III,0,1,Rocky III,6.8,99.0,1982,218858,1488234.4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Rogue Cop,0,1,Rogue Cop,6.6,92.0,1954,1064,7022.4,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rogue One: A Star Wars Story,0,2,Rogue One: A Star Wars Story,7.8,133.0,2016,711099,5546572.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Roller Derby Girl,0,1,Roller Derby Girl,5.7,10.0,1949,51,290.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Roma,1,10,Roma,7.6,135.0,2018,173913,1321738.8,1,0,0,1,0,0,2,0,1,0,1,0,0,1,0,0,0,1,1,0,2,0,1
Roman Holiday,1,10,Roman Holiday,8.0,118.0,1953,152252,1218016.0,1,1,1,1,0,0,2,0,1,1,1,0,1,0,0,0,2,1,1,0,0,0,0
"Roman J. Israel, Esq.",0,1,"Roman J. Israel, Esq.",6.5,122.0,2017,45511,295821.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Romance of Radium,0,1,Romance of Radium,6.2,10.0,1937,278,1723.6000000000001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Romance on the High Seas,0,2,Romance on the High Seas,7.0,99.0,1948,2855,19985.0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Romancing the Stone,0,1,Romancing the Stone,6.9,106.0,1984,107462,741487.8,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Romeo and Juliet,1,16,Romeo and Juliet,6.5,125.0,1936,2328,15132.0,1,0,1,1,0,0,4,0,2,2,2,0,0,0,0,0,0,4,2,0,0,0,0
Rooftops of New York,0,1,Rooftops of New York,7.5,11.0,1961,24,180.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Room,1,4,Room,8.1,118.0,2015,466490,3778569.0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
Room at the Top,1,6,Room at the Top,7.5,115.0,1958,7766,58245.0,1,0,1,1,0,0,3,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Room on the Broom,0,1,Room on the Broom,7.5,25.0,2012,4975,37312.5,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Roommates,0,1,Roommates,6.4,108.0,1995,2092,13388.800000000001,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rooty Toot Toot,0,1,Rooty Toot Toot,6.8,7.0,1951,991,6738.8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
